Spacecraft: GroundStatSat

Start Time (UTC)            Stop Time (UTC)               Duration (s)    Occ Body        Type        Event Number  Total Duration (s)
09 Jul 2024 13:32:44.770    09 Jul 2024 13:33:04.421      19.651534490    Earth           Penumbra    118           1460.9630737
09 Jul 2024 14:43:39.410    09 Jul 2024 14:43:58.670      19.259184413    Earth           Penumbra    119           1460.6698288
09 Jul 2024 14:43:58.670    09 Jul 2024 15:07:40.421      1421.7515763    Earth           Umbra       119           1460.6698288
09 Jul 2024 15:07:40.421    09 Jul 2024 15:08:00.080      19.659068144    Earth           Penumbra    119           1460.6698288
09 Jul 2024 16:18:35.368    09 Jul 2024 16:18:54.634      19.266580709    Earth           Penumbra    120           1460.3668447
09 Jul 2024 16:18:54.634    09 Jul 2024 16:42:36.068      1421.4331876    Earth           Umbra       120           1460.3668447
09 Jul 2024 16:42:36.068    09 Jul 2024 16:42:55.735      19.667076424    Earth           Penumbra    120           1460.3668447
09 Jul 2024 17:53:31.306    09 Jul 2024 17:53:50.579      19.273314415    Earth           Penumbra    121           1460.0868334
09 Jul 2024 17:53:50.579    09 Jul 2024 18:17:31.719      1421.1401175    Earth           Umbra       121           1460.0868334
09 Jul 2024 18:17:31.719    09 Jul 2024 18:17:51.392      19.673401513    Earth           Penumbra    121           1460.0868334
09 Jul 2024 19:28:27.186    09 Jul 2024 19:28:46.464      19.278233545    Earth           Penumbra    122           1459.8341426
09 Jul 2024 19:28:46.464    09 Jul 2024 19:52:27.342      1420.8781907    Earth           Umbra       122           1459.8341426
09 Jul 2024 19:52:27.342    09 Jul 2024 19:52:47.020      19.677718403    Earth           Penumbra    122           1459.8341426
09 Jul 2024 21:03:22.979    09 Jul 2024 21:03:42.261      19.282024261    Earth           Penumbra    123           1459.5991198
09 Jul 2024 21:03:42.261    09 Jul 2024 21:27:22.896      1420.6355902    Earth           Umbra       123           1459.5991198
09 Jul 2024 21:27:22.896    09 Jul 2024 21:27:42.578      19.681505347    Earth           Penumbra    123           1459.5991198
09 Jul 2024 22:38:18.726    09 Jul 2024 22:38:38.012      19.286289916    Earth           Penumbra    124           1459.3674386
09 Jul 2024 22:38:38.012    09 Jul 2024 23:02:18.407      1420.3950042    Earth           Umbra       124           1459.3674386
09 Jul 2024 23:02:18.407    09 Jul 2024 23:02:38.093      19.686144416    Earth           Penumbra    124           1459.3674386
10 Jul 2024 00:13:14.553    10 Jul 2024 00:13:33.845      19.291536883    Earth           Penumbra    125           1459.1222820
10 Jul 2024 00:13:33.845    10 Jul 2024 00:37:13.984      1420.1392060    Earth           Umbra       125           1459.1222820
10 Jul 2024 00:37:13.984    10 Jul 2024 00:37:33.676      19.691539113    Earth           Penumbra    125           1459.1222820
10 Jul 2024 01:48:10.529    10 Jul 2024 01:48:29.826      19.296882232    Earth           Penumbra    126           1458.8610140
10 Jul 2024 01:48:29.826    10 Jul 2024 02:12:09.694      1419.8674604    Earth           Umbra       126           1458.8610140
10 Jul 2024 02:12:09.694    10 Jul 2024 02:12:29.390      19.696671353    Earth           Penumbra    126           1458.8610140
10 Jul 2024 03:23:06.537    10 Jul 2024 03:23:25.839      19.301752327    Earth           Penumbra    127           1458.5962366
10 Jul 2024 03:23:25.839    10 Jul 2024 03:47:05.432      1419.5931594    Earth           Umbra       127           1458.5962366
10 Jul 2024 03:47:05.432    10 Jul 2024 03:47:25.133      19.701324881    Earth           Penumbra    127           1458.5962366
10 Jul 2024 04:58:02.394    10 Jul 2024 04:58:21.701      19.306819502    Earth           Penumbra    128           1458.3283411
10 Jul 2024 04:58:21.701    10 Jul 2024 05:22:01.016      1419.3149350    Earth           Umbra       128           1458.3283411
10 Jul 2024 05:22:01.016    10 Jul 2024 05:22:20.722      19.706586620    Earth           Penumbra    128           1458.3283411
10 Jul 2024 06:32:58.082    10 Jul 2024 06:33:17.395      19.312827126    Earth           Penumbra    129           1458.0457141
10 Jul 2024 06:33:17.395    10 Jul 2024 06:56:56.414      1419.0196917    Earth           Umbra       129           1458.0457141
10 Jul 2024 06:56:56.414    10 Jul 2024 06:57:16.127      19.713195227    Earth           Penumbra    129           1458.0457141
10 Jul 2024 08:07:53.746    10 Jul 2024 08:08:13.066      19.319258770    Earth           Penumbra    130           1457.7610216
10 Jul 2024 08:08:13.066    10 Jul 2024 08:31:51.787      1418.7217198    Earth           Umbra       130           1457.7610216
10 Jul 2024 08:31:51.787    10 Jul 2024 08:32:11.507      19.720043032    Earth           Penumbra    130           1457.7610216
10 Jul 2024 09:42:49.495    10 Jul 2024 09:43:08.820      19.324929127    Earth           Penumbra    131           1457.5062157
10 Jul 2024 09:43:08.820    10 Jul 2024 10:06:47.276      1418.4558385    Earth           Umbra       131           1457.5062157
10 Jul 2024 10:06:47.276    10 Jul 2024 10:07:07.001      19.725448103    Earth           Penumbra    131           1457.5062157
10 Jul 2024 11:17:45.310    10 Jul 2024 11:18:04.640      19.329589256    Earth           Penumbra    132           1457.2776550
10 Jul 2024 11:18:04.640    10 Jul 2024 11:41:42.858      1418.2183998    Earth           Umbra       132           1457.2776550
10 Jul 2024 11:41:42.858    10 Jul 2024 11:42:02.588      19.729665981    Earth           Penumbra    132           1457.2776550
10 Jul 2024 12:52:41.145    10 Jul 2024 12:53:00.479      19.334387686    Earth           Penumbra    133           1457.0294590
10 Jul 2024 12:53:00.479    10 Jul 2024 13:16:38.439      1417.9602310    Earth           Umbra       133           1457.0294590
10 Jul 2024 13:16:38.439    10 Jul 2024 13:16:58.174      19.734840340    Earth           Penumbra    133           1457.0294590
10 Jul 2024 14:27:36.988    10 Jul 2024 14:27:56.329      19.340596162    Earth           Penumbra    134           1456.7369767
10 Jul 2024 14:27:56.329    10 Jul 2024 14:51:33.983      1417.6541621    Earth           Umbra       134           1456.7369767
10 Jul 2024 14:51:33.983    10 Jul 2024 14:51:53.725      19.742218405    Earth           Penumbra    134           1456.7369767
10 Jul 2024 16:02:32.839    10 Jul 2024 16:02:52.187      19.348066323    Earth           Penumbra    135           1456.4275952
10 Jul 2024 16:02:52.187    10 Jul 2024 16:26:29.516      1417.3290514    Earth           Umbra       135           1456.4275952
10 Jul 2024 16:26:29.516    10 Jul 2024 16:26:49.267      19.750477513    Earth           Penumbra    135           1456.4275952
10 Jul 2024 17:37:28.676    10 Jul 2024 17:37:48.031      19.355187588    Earth           Penumbra    136           1456.1379248
10 Jul 2024 17:37:48.031    10 Jul 2024 18:01:25.057      1417.0254150    Earth           Umbra       136           1456.1379248
10 Jul 2024 18:01:25.057    10 Jul 2024 18:01:44.814      19.757322175    Earth           Penumbra    136           1456.1379248
10 Jul 2024 19:12:24.463    10 Jul 2024 19:12:43.823      19.360553997    Earth           Penumbra    137           1455.8768784
10 Jul 2024 19:12:43.823    10 Jul 2024 19:36:20.577      1416.7542943    Earth           Umbra       137           1455.8768784
10 Jul 2024 19:36:20.577    10 Jul 2024 19:36:40.339      19.762030081    Earth           Penumbra    137           1455.8768784
10 Jul 2024 20:47:20.163    10 Jul 2024 20:47:39.528      19.364541164    Earth           Penumbra    138           1455.6358360
10 Jul 2024 20:47:39.528    10 Jul 2024 21:11:16.033      1416.5054027    Earth           Umbra       138           1455.6358360
10 Jul 2024 21:11:16.033    10 Jul 2024 21:11:35.799      19.765892148    Earth           Penumbra    138           1455.6358360
10 Jul 2024 22:22:15.804    10 Jul 2024 22:22:35.173      19.368757156    Earth           Penumbra    139           1455.4010109
10 Jul 2024 22:22:35.173    10 Jul 2024 22:46:11.434      1416.2617936    Earth           Umbra       139           1455.4010109
10 Jul 2024 22:46:11.434    10 Jul 2024 22:46:31.205      19.770460180    Earth           Penumbra    139           1455.4010109
10 Jul 2024 23:57:11.502    10 Jul 2024 23:57:30.876      19.374006009    Earth           Penumbra    140           1455.1547209
10 Jul 2024 23:57:30.876    11 Jul 2024 00:21:06.881      1416.0047928    Earth           Umbra       140           1455.1547209
11 Jul 2024 00:21:06.881    11 Jul 2024 00:21:26.657      19.775922142    Earth           Penumbra    140           1455.1547209
11 Jul 2024 01:32:07.350    11 Jul 2024 01:32:26.729      19.379547494    Earth           Penumbra    141           1454.8908456
11 Jul 2024 01:32:26.729    11 Jul 2024 01:56:02.459      1415.7300074    Earth           Umbra       141           1454.8908456
11 Jul 2024 01:56:02.459    11 Jul 2024 01:56:22.241      19.781290751    Earth           Penumbra    141           1454.8908456
11 Jul 2024 03:07:03.260    11 Jul 2024 03:07:22.645      19.384614355    Earth           Penumbra    142           1454.6215555
11 Jul 2024 03:07:22.645    11 Jul 2024 03:30:58.096      1415.4508391    Earth           Umbra       142           1454.6215555
11 Jul 2024 03:30:58.096    11 Jul 2024 03:31:17.882      19.786102069    Earth           Penumbra    142           1454.6215555
11 Jul 2024 04:41:59.043    11 Jul 2024 04:42:18.433      19.389699446    Earth           Penumbra    143           1454.3511049
11 Jul 2024 04:42:18.433    11 Jul 2024 05:05:53.603      1415.1701133    Earth           Umbra       143           1454.3511049
11 Jul 2024 05:05:53.603    11 Jul 2024 05:06:13.394      19.791292143    Earth           Penumbra    143           1454.3511049
11 Jul 2024 06:16:54.644    11 Jul 2024 06:17:14.040      19.395667466    Earth           Penumbra    144           1454.0672445
11 Jul 2024 06:17:14.040    11 Jul 2024 06:40:48.913      1414.8737583    Earth           Umbra       144           1454.0672445
11 Jul 2024 06:40:48.913    11 Jul 2024 06:41:08.711      19.797818712    Earth           Penumbra    144           1454.0672445
11 Jul 2024 07:51:50.194    11 Jul 2024 07:52:09.597      19.402245269    Earth           Penumbra    145           1453.7765022
11 Jul 2024 07:52:09.597    11 Jul 2024 08:15:44.166      1414.5693666    Earth           Umbra       145           1453.7765022
11 Jul 2024 08:15:44.166    11 Jul 2024 08:16:03.971      19.804890314    Earth           Penumbra    145           1453.7765022
11 Jul 2024 09:26:45.821    11 Jul 2024 09:27:05.229      19.408233091    Earth           Penumbra    146           1453.5111700
11 Jul 2024 09:27:05.229    11 Jul 2024 09:50:39.521      1414.2922153    Earth           Umbra       146           1453.5111700
11 Jul 2024 09:50:39.521    11 Jul 2024 09:50:59.332      19.810721604    Earth           Penumbra    146           1453.5111700
11 Jul 2024 11:01:41.522    11 Jul 2024 11:02:00.935      19.413142477    Earth           Penumbra    147           1453.2767715
11 Jul 2024 11:02:00.935    11 Jul 2024 11:25:34.984      1414.0484953    Earth           Umbra       147           1453.2767715
11 Jul 2024 11:25:34.984    11 Jul 2024 11:25:54.799      19.815133733    Earth           Penumbra    147           1453.2767715
11 Jul 2024 12:36:37.248    11 Jul 2024 12:36:56.666      19.417938706    Earth           Penumbra    148           1453.0308304
11 Jul 2024 12:36:56.666    11 Jul 2024 13:00:30.459      1413.7927738    Earth           Umbra       148           1453.0308304
11 Jul 2024 13:00:30.459    11 Jul 2024 13:00:50.279      19.820117927    Earth           Penumbra    148           1453.0308304
11 Jul 2024 14:11:32.984    11 Jul 2024 14:11:52.408      19.424001337    Earth           Penumbra    149           1452.7404528
11 Jul 2024 14:11:52.408    11 Jul 2024 14:35:25.897      1413.4891657    Earth           Umbra       149           1452.7404528
11 Jul 2024 14:35:25.897    11 Jul 2024 14:35:45.724      19.827285712    Earth           Penumbra    149           1452.7404528
11 Jul 2024 15:46:28.727    11 Jul 2024 15:46:48.159      19.431488786    Earth           Penumbra    150           1452.4261019
11 Jul 2024 15:46:48.159    11 Jul 2024 16:10:21.318      1413.1588966    Earth           Umbra       150           1452.4261019
11 Jul 2024 16:10:21.318    11 Jul 2024 16:10:41.154      19.835716439    Earth           Penumbra    150           1452.4261019
11 Jul 2024 17:21:24.462    11 Jul 2024 17:21:43.901      19.438950461    Earth           Penumbra    151           1452.1271486
11 Jul 2024 17:21:43.901    11 Jul 2024 17:45:16.746      1412.8451388    Earth           Umbra       151           1452.1271486
11 Jul 2024 17:45:16.746    11 Jul 2024 17:45:36.589      19.843059301    Earth           Penumbra    151           1452.1271486
11 Jul 2024 18:56:20.153    11 Jul 2024 18:56:39.598      19.444777980    Earth           Penumbra    152           1451.8576319
11 Jul 2024 18:56:39.598    11 Jul 2024 19:20:12.163      1412.5646495    Earth           Umbra       152           1451.8576319
11 Jul 2024 19:20:12.163    11 Jul 2024 19:20:32.011      19.848204427    Earth           Penumbra    152           1451.8576319
11 Jul 2024 20:31:15.762    11 Jul 2024 20:31:35.211      19.449011888    Earth           Penumbra    153           1451.6104423
11 Jul 2024 20:31:35.211    11 Jul 2024 20:55:07.521      1412.3092464    Earth           Umbra       153           1451.6104423
11 Jul 2024 20:55:07.521    11 Jul 2024 20:55:27.373      19.852184050    Earth           Penumbra    153           1451.6104423
11 Jul 2024 22:06:11.300    11 Jul 2024 22:06:30.753      19.453194877    Earth           Penumbra    154           1451.3723432
11 Jul 2024 22:06:30.753    11 Jul 2024 22:30:02.815      1412.0624705    Earth           Umbra       154           1451.3723432
11 Jul 2024 22:30:02.815    11 Jul 2024 22:30:22.672      19.856677903    Earth           Penumbra    154           1451.3723432
11 Jul 2024 23:41:06.872    11 Jul 2024 23:41:26.330      19.458406011    Earth           Penumbra    155           1451.1252247
11 Jul 2024 23:41:26.330    12 Jul 2024 00:04:58.135      1411.8046572    Earth           Umbra       155           1451.1252247
12 Jul 2024 00:04:58.135    12 Jul 2024 00:05:17.997      19.862161553    Earth           Penumbra    155           1451.1252247
12 Jul 2024 01:16:02.588    12 Jul 2024 01:16:22.052      19.464111887    Earth           Penumbra    156           1450.8595440
12 Jul 2024 01:16:22.052    12 Jul 2024 01:39:53.580      1411.5276894    Earth           Umbra       156           1450.8595440
12 Jul 2024 01:39:53.580    12 Jul 2024 01:40:13.448      19.867742644    Earth           Penumbra    156           1450.8595440
12 Jul 2024 02:50:58.395    12 Jul 2024 02:51:17.864      19.469392172    Earth           Penumbra    157           1450.5860841
12 Jul 2024 02:51:17.864    12 Jul 2024 03:14:49.108      1411.2439503    Earth           Umbra       157           1450.5860841
12 Jul 2024 03:14:49.108    12 Jul 2024 03:15:08.981      19.872741611    Earth           Penumbra    157           1450.5860841
12 Jul 2024 04:25:54.102    12 Jul 2024 04:26:13.577      19.474521896    Earth           Penumbra    158           1450.3128410
12 Jul 2024 04:26:13.577    12 Jul 2024 04:49:44.537      1410.9604343    Earth           Umbra       158           1450.3128410
12 Jul 2024 04:49:44.537    12 Jul 2024 04:50:04.415      19.877884851    Earth           Penumbra    158           1450.3128410
12 Jul 2024 06:00:49.620    12 Jul 2024 06:01:09.101      19.480434596    Earth           Penumbra    159           1450.0283290
12 Jul 2024 06:01:09.101    12 Jul 2024 06:24:39.764      1410.6635958    Earth           Umbra       159           1450.0283290
12 Jul 2024 06:24:39.764    12 Jul 2024 06:24:59.649      19.884298579    Earth           Penumbra    159           1450.0283290
12 Jul 2024 07:35:45.060    12 Jul 2024 07:36:04.547      19.487104495    Earth           Penumbra    160           1449.7330636
12 Jul 2024 07:36:04.547    12 Jul 2024 07:59:34.902      1410.3544343    Earth           Umbra       160           1449.7330636
12 Jul 2024 07:59:34.902    12 Jul 2024 07:59:54.793      19.891524827    Earth           Penumbra    160           1449.7330636
12 Jul 2024 09:10:40.563    12 Jul 2024 09:11:00.057      19.493395952    Earth           Penumbra    161           1449.4577697
12 Jul 2024 09:11:00.057    12 Jul 2024 09:34:30.123      1410.0666030    Earth           Umbra       161           1449.4577697
12 Jul 2024 09:34:30.123    12 Jul 2024 09:34:50.021      19.897770707    Earth           Penumbra    161           1449.4577697
12 Jul 2024 10:45:36.149    12 Jul 2024 10:45:55.648      19.498582883    Earth           Penumbra    162           1449.2164699
12 Jul 2024 10:45:55.648    12 Jul 2024 11:09:25.463      1409.8154511    Earth           Umbra       162           1449.2164699
12 Jul 2024 11:09:25.463    12 Jul 2024 11:09:45.366      19.902435865    Earth           Penumbra    162           1449.2164699
12 Jul 2024 12:20:31.767    12 Jul 2024 12:20:51.270      19.503412116    Earth           Penumbra    163           1448.9721595
12 Jul 2024 12:20:51.270    12 Jul 2024 12:44:20.832      1409.5614741    Earth           Umbra       163           1448.9721595
12 Jul 2024 12:44:20.832    12 Jul 2024 12:44:40.739      19.907273271    Earth           Penumbra    163           1448.9721595
12 Jul 2024 13:55:27.393    12 Jul 2024 13:55:46.903      19.509327644    Earth           Penumbra    164           1448.6850505
12 Jul 2024 13:55:46.903    12 Jul 2024 14:19:16.164      1409.2615336    Earth           Umbra       164           1448.6850505
12 Jul 2024 14:19:16.164    12 Jul 2024 14:19:36.078      19.914189284    Earth           Penumbra    164           1448.6850505
12 Jul 2024 15:30:23.029    12 Jul 2024 15:30:42.546      19.516774546    Earth           Penumbra    165           1448.3673002
12 Jul 2024 15:30:42.546    12 Jul 2024 15:54:11.474      1408.9278183    Earth           Umbra       165           1448.3673002
12 Jul 2024 15:54:11.474    12 Jul 2024 15:54:31.397      19.922707393    Earth           Penumbra    165           1448.3673002
12 Jul 2024 17:05:18.661    12 Jul 2024 17:05:38.185      19.524517853    Earth           Penumbra    166           1448.0596343
12 Jul 2024 17:05:38.185    12 Jul 2024 17:29:06.790      1408.6046032    Earth           Umbra       166           1448.0596343
12 Jul 2024 17:29:06.790    12 Jul 2024 17:29:26.720      19.930513250    Earth           Penumbra    166           1448.0596343
12 Jul 2024 18:40:14.255    12 Jul 2024 18:40:33.786      19.530813082    Earth           Penumbra    167           1447.7815696
12 Jul 2024 18:40:33.786    12 Jul 2024 19:04:02.100      1408.3146250    Earth           Umbra       167           1447.7815696
12 Jul 2024 19:04:02.100    12 Jul 2024 19:04:22.037      19.936131430    Earth           Penumbra    167           1447.7815696
12 Jul 2024 20:15:09.773    12 Jul 2024 20:15:29.308      19.535344024    Earth           Penumbra    168           1447.5281014
12 Jul 2024 20:15:29.308    12 Jul 2024 20:38:57.360      1408.0524782    Earth           Umbra       168           1447.5281014
12 Jul 2024 20:38:57.360    12 Jul 2024 20:39:17.301      19.940279215    Earth           Penumbra    168           1447.5281014
12 Jul 2024 21:50:05.210    12 Jul 2024 21:50:24.749      19.539524184    Earth           Penumbra    169           1447.2865819
12 Jul 2024 21:50:24.749    12 Jul 2024 22:13:52.552      1407.8023576    Earth           Umbra       169           1447.2865819
12 Jul 2024 22:13:52.552    12 Jul 2024 22:14:12.496      19.944700145    Earth           Penumbra    169           1447.2865819
12 Jul 2024 23:25:00.659    12 Jul 2024 23:25:20.203      19.544664596    Earth           Penumbra    170           1447.0388486
12 Jul 2024 23:25:20.203    12 Jul 2024 23:48:47.747      1407.5440231    Earth           Umbra       170           1447.0388486
12 Jul 2024 23:48:47.747    12 Jul 2024 23:49:07.698      19.950160850    Earth           Penumbra    170           1447.0388486
13 Jul 2024 00:59:56.242    13 Jul 2024 01:00:15.792      19.550491485    Earth           Penumbra    171           1446.7721774
13 Jul 2024 01:00:15.792    13 Jul 2024 01:23:43.058      1407.2657582    Earth           Umbra       171           1446.7721774
13 Jul 2024 01:23:43.058    13 Jul 2024 01:24:03.014      19.955927704    Earth           Penumbra    171           1446.7721774
13 Jul 2024 02:34:51.939    13 Jul 2024 02:35:11.495      19.555995567    Earth           Penumbra    172           1446.4950500
13 Jul 2024 02:35:11.495    13 Jul 2024 02:58:38.473      1406.9779197    Earth           Umbra       172           1446.4950500
13 Jul 2024 02:58:38.473    13 Jul 2024 02:58:58.434      19.961134752    Earth           Penumbra    172           1446.4950500
13 Jul 2024 04:09:47.568    13 Jul 2024 04:10:07.129      19.561199786    Earth           Penumbra    173           1446.2187933
13 Jul 2024 04:10:07.129    13 Jul 2024 04:33:33.820      1406.6913274    Earth           Umbra       173           1446.2187933
13 Jul 2024 04:33:33.820    13 Jul 2024 04:33:53.786      19.966266048    Earth           Penumbra    173           1446.2187933
13 Jul 2024 05:44:43.007    13 Jul 2024 05:45:02.574      19.567048049    Earth           Penumbra    174           1445.9339788
13 Jul 2024 05:45:02.574    13 Jul 2024 06:08:28.968      1406.3943912    Earth           Umbra       174           1445.9339788
13 Jul 2024 06:08:28.968    13 Jul 2024 06:08:48.941      19.972539588    Earth           Penumbra    174           1445.9339788
13 Jul 2024 07:19:38.340    13 Jul 2024 07:19:57.914      19.573766983    Earth           Penumbra    175           1445.6357054
13 Jul 2024 07:19:57.914    13 Jul 2024 07:43:23.996      1406.0820824    Earth           Umbra       175           1445.6357054
13 Jul 2024 07:43:23.996    13 Jul 2024 07:43:43.976      19.979856047    Earth           Penumbra    175           1445.6357054
13 Jul 2024 08:54:33.720    13 Jul 2024 08:54:53.300      19.580328127    Earth           Penumbra    176           1445.3513310
13 Jul 2024 08:54:53.300    13 Jul 2024 09:18:19.085      1405.7845134    Earth           Umbra       176           1445.3513310
13 Jul 2024 09:18:19.085    13 Jul 2024 09:18:39.071      19.986489485    Earth           Penumbra    176           1445.3513310
13 Jul 2024 10:29:29.188    13 Jul 2024 10:29:48.774      19.585811149    Earth           Penumbra    177           1445.1022571
13 Jul 2024 10:29:48.774    13 Jul 2024 10:53:14.299      1405.5249858    Earth           Umbra       177           1445.1022571
13 Jul 2024 10:53:14.299    13 Jul 2024 10:53:34.290      19.991460163    Earth           Penumbra    177           1445.1022571
13 Jul 2024 12:04:24.696    13 Jul 2024 12:04:44.287      19.590715191    Earth           Penumbra    178           1444.8587168
13 Jul 2024 12:04:44.287    13 Jul 2024 12:28:09.559      1405.2718006    Earth           Umbra       178           1444.8587168
13 Jul 2024 12:28:09.559    13 Jul 2024 12:28:29.555      19.996201072    Earth           Penumbra    178           1444.8587168
13 Jul 2024 13:39:20.214    13 Jul 2024 13:39:39.811      19.596483617    Earth           Penumbra    179           1444.5757886
13 Jul 2024 13:39:39.811    13 Jul 2024 14:03:04.787      1404.9764670    Earth           Umbra       179           1444.5757886
13 Jul 2024 14:03:04.787    13 Jul 2024 14:03:24.790      20.002837968    Earth           Penumbra    179           1444.5757886
13 Jul 2024 15:14:15.742    13 Jul 2024 15:14:35.346      19.603843766    Earth           Penumbra    180           1444.2563231
13 Jul 2024 15:14:35.346    13 Jul 2024 15:37:59.987      1404.6411198    Earth           Umbra       180           1444.2563231
13 Jul 2024 15:37:59.987    13 Jul 2024 15:38:19.998      20.011359535    Earth           Penumbra    180           1444.2563231
13 Jul 2024 16:49:11.268    13 Jul 2024 16:49:30.880      19.611810555    Earth           Penumbra    181           1443.9407227
13 Jul 2024 16:49:30.880    13 Jul 2024 17:12:55.189      1404.3093322    Earth           Umbra       181           1443.9407227
13 Jul 2024 17:12:55.189    13 Jul 2024 17:13:15.209      20.019579981    Earth           Penumbra    181           1443.9407227
13 Jul 2024 18:24:06.765    13 Jul 2024 18:24:26.383      19.618562807    Earth           Penumbra    182           1443.6540906
13 Jul 2024 18:24:26.383    13 Jul 2024 18:47:50.393      1404.0098345    Earth           Umbra       182           1443.6540906
13 Jul 2024 18:47:50.393    13 Jul 2024 18:48:10.419      20.025693218    Earth           Penumbra    182           1443.6540906
13 Jul 2024 19:59:02.190    13 Jul 2024 19:59:21.814      19.623437931    Earth           Penumbra    183           1443.3942254
13 Jul 2024 19:59:21.814    13 Jul 2024 20:22:45.554      1403.7407211    Earth           Umbra       183           1443.3942254
13 Jul 2024 20:22:45.554    13 Jul 2024 20:23:05.584      20.030066371    Earth           Penumbra    183           1443.3942254
13 Jul 2024 21:33:57.530    13 Jul 2024 21:34:17.158      19.627644180    Earth           Penumbra    184           1443.1491217
13 Jul 2024 21:34:17.158    13 Jul 2024 21:57:40.645      1403.4870502    Earth           Umbra       184           1443.1491217
13 Jul 2024 21:57:40.645    13 Jul 2024 21:58:00.679      20.034427266    Earth           Penumbra    184           1443.1491217
13 Jul 2024 23:08:52.859    13 Jul 2024 23:09:12.492      19.632698782    Earth           Penumbra    185           1442.9009068
13 Jul 2024 23:09:12.492    13 Jul 2024 23:32:35.720      1403.2283772    Earth           Umbra       185           1442.9009068
13 Jul 2024 23:32:35.720    13 Jul 2024 23:32:55.760      20.039830764    Earth           Penumbra    185           1442.9009068
14 Jul 2024 00:43:48.308    14 Jul 2024 00:44:07.947      19.638603623    Earth           Penumbra    186           1442.6340319
14 Jul 2024 00:44:07.947    14 Jul 2024 01:07:30.897      1402.9496870    Earth           Umbra       186           1442.6340319
14 Jul 2024 01:07:30.897    14 Jul 2024 01:07:50.942      20.045741263    Earth           Penumbra    186           1442.6340319
14 Jul 2024 02:18:43.889    14 Jul 2024 02:19:03.534      19.644325529    Earth           Penumbra    187           1442.3539002
14 Jul 2024 02:19:03.534    14 Jul 2024 02:42:26.192      1402.6584057    Earth           Umbra       187           1442.3539002
14 Jul 2024 02:42:26.192    14 Jul 2024 02:42:46.243      20.051168965    Earth           Penumbra    187           1442.3539002
14 Jul 2024 03:53:39.436    14 Jul 2024 03:53:59.086      19.649634103    Earth           Penumbra    188           1442.0744635
14 Jul 2024 03:53:59.086    14 Jul 2024 04:17:21.454      1402.3685037    Earth           Umbra       188           1442.0744635
14 Jul 2024 04:17:21.454    14 Jul 2024 04:17:41.510      20.056325721    Earth           Penumbra    188           1442.0744635
14 Jul 2024 05:28:34.799    14 Jul 2024 05:28:54.454      19.655421074    Earth           Penumbra    189           1441.7894916
14 Jul 2024 05:28:54.454    14 Jul 2024 05:52:16.526      1402.0716208    Earth           Umbra       189           1441.7894916
14 Jul 2024 05:52:16.526    14 Jul 2024 05:52:36.588      20.062449644    Earth           Penumbra    189           1441.7894916
14 Jul 2024 07:03:30.030    14 Jul 2024 07:03:49.692      19.662143465    Earth           Penumbra    190           1441.4896227
14 Jul 2024 07:03:49.692    14 Jul 2024 07:27:11.450      1401.7576955    Earth           Umbra       190           1441.4896227
14 Jul 2024 07:27:11.450    14 Jul 2024 07:27:31.519      20.069783705    Earth           Penumbra    190           1441.4896227
14 Jul 2024 08:38:25.287    14 Jul 2024 08:38:44.956      19.668935006    Earth           Penumbra    191           1441.1973532
14 Jul 2024 08:38:44.956    14 Jul 2024 09:02:06.408      1401.4516515    Earth           Umbra       191           1441.1973532
14 Jul 2024 09:02:06.408    14 Jul 2024 09:02:26.485      20.076766668    Earth           Penumbra    191           1441.1973532
14 Jul 2024 10:13:20.636    14 Jul 2024 10:13:40.311      19.674725435    Earth           Penumbra    192           1440.9398847
14 Jul 2024 10:13:40.311    14 Jul 2024 10:37:01.494      1401.1830739    Earth           Umbra       192           1440.9398847
14 Jul 2024 10:37:01.494    14 Jul 2024 10:37:21.576      20.082085300    Earth           Penumbra    192           1440.9398847
14 Jul 2024 11:48:16.033    14 Jul 2024 11:48:35.713      19.679746719    Earth           Penumbra    193           1440.6960728
14 Jul 2024 11:48:35.713    14 Jul 2024 12:11:56.643      1400.9295351    Earth           Umbra       193           1440.6960728
14 Jul 2024 12:11:56.643    14 Jul 2024 12:12:16.730      20.086791005    Earth           Penumbra    193           1440.6960728
14 Jul 2024 13:23:11.443    14 Jul 2024 13:23:31.128      19.685384387    Earth           Penumbra    194           1440.4179506
14 Jul 2024 13:23:31.128    14 Jul 2024 13:46:51.767      1400.6394360    Earth           Umbra       194           1440.4179506
14 Jul 2024 13:46:51.767    14 Jul 2024 13:47:11.861      20.093130239    Earth           Penumbra    194           1440.4179506
14 Jul 2024 14:58:06.861    14 Jul 2024 14:58:26.554      19.692618179    Earth           Penumbra    195           1440.0985023
14 Jul 2024 14:58:26.554    14 Jul 2024 15:21:46.858      1400.3043090    Earth           Umbra       195           1440.0985023
14 Jul 2024 15:21:46.858    14 Jul 2024 15:22:06.960      20.101575111    Earth           Penumbra    195           1440.0985023
14 Jul 2024 16:33:02.282    14 Jul 2024 16:33:21.983      19.700738671    Earth           Penumbra    196           1439.7759778
14 Jul 2024 16:33:21.983    14 Jul 2024 16:56:41.948      1399.9650896    Earth           Umbra       196           1439.7759778
14 Jul 2024 16:56:41.948    14 Jul 2024 16:57:02.058      20.110149484    Earth           Penumbra    196           1439.7759778
14 Jul 2024 18:07:57.678    14 Jul 2024 18:08:17.386      19.707925315    Earth           Penumbra    197           1439.4808501
