Spacecraft: GroundStatSat

Start Time (UTC)            Stop Time (UTC)               Duration (s)    Occ Body        Type        Event Number  Total Duration (s)
01 Jul 2024 20:00:55.508    01 Jul 2024 20:01:14.202      18.694245501    Earth           Penumbra    1             1488.9057238
01 Jul 2024 20:01:14.202    01 Jul 2024 20:25:25.336      1451.1339119    Earth           Umbra       1             1488.9057238
01 Jul 2024 20:25:25.336    01 Jul 2024 20:25:44.413      19.077566382    Earth           Penumbra    1             1488.9057238
01 Jul 2024 21:35:52.126    01 Jul 2024 21:36:10.823      18.696958094    Earth           Penumbra    2             1488.7151693
01 Jul 2024 21:36:10.823    01 Jul 2024 22:00:21.760      1450.9377317    Earth           Umbra       2             1488.7151693
01 Jul 2024 22:00:21.760    01 Jul 2024 22:00:40.841      19.080479513    Earth           Penumbra    2             1488.7151693
01 Jul 2024 23:10:48.735    01 Jul 2024 23:11:07.436      18.700467492    Earth           Penumbra    3             1488.5233154
01 Jul 2024 23:11:07.436    01 Jul 2024 23:35:18.174      1450.7385230    Earth           Umbra       3             1488.5233154
01 Jul 2024 23:35:18.174    01 Jul 2024 23:35:37.259      19.084324921    Earth           Penumbra    3             1488.5233154
02 Jul 2024 00:45:45.462    02 Jul 2024 00:46:04.167      18.704660540    Earth           Penumbra    4             1488.3173626
02 Jul 2024 00:46:04.167    02 Jul 2024 01:10:14.691      1450.5241844    Earth           Umbra       4             1488.3173626
02 Jul 2024 01:10:14.691    02 Jul 2024 01:10:33.779      19.088517653    Earth           Penumbra    4             1488.3173626
02 Jul 2024 02:20:42.317    02 Jul 2024 02:21:01.026      18.708608416    Earth           Penumbra    5             1488.0996460
02 Jul 2024 02:21:01.026    02 Jul 2024 02:45:11.324      1450.2988242    Earth           Umbra       5             1488.0996460
02 Jul 2024 02:45:11.324    02 Jul 2024 02:45:30.417      19.092213444    Earth           Penumbra    5             1488.0996460
02 Jul 2024 03:55:39.138    02 Jul 2024 03:55:57.851      18.712248886    Earth           Penumbra    6             1487.8789139
02 Jul 2024 03:55:57.851    02 Jul 2024 04:20:07.922      1450.0709063    Earth           Umbra       6             1487.8789139
02 Jul 2024 04:20:07.922    02 Jul 2024 04:20:27.017      19.095758675    Earth           Penumbra    6             1487.8789139
02 Jul 2024 05:30:35.781    02 Jul 2024 05:30:54.498      18.716454820    Earth           Penumbra    7             1487.6492622
02 Jul 2024 05:30:54.498    02 Jul 2024 05:55:04.330      1449.8324778    Earth           Umbra       7             1487.6492622
02 Jul 2024 05:55:04.330    02 Jul 2024 05:55:23.430      19.100329536    Earth           Penumbra    7             1487.6492622
02 Jul 2024 07:05:32.296    02 Jul 2024 07:05:51.017      18.721547455    Earth           Penumbra    8             1487.4061139
02 Jul 2024 07:05:51.017    02 Jul 2024 07:30:00.596      1449.5785363    Earth           Umbra       8             1487.4061139
02 Jul 2024 07:30:00.596    02 Jul 2024 07:30:19.702      19.106030068    Earth           Penumbra    8             1487.4061139
02 Jul 2024 08:40:28.835    02 Jul 2024 08:40:47.561      18.726615258    Earth           Penumbra    9             1487.1730056
02 Jul 2024 08:40:47.561    02 Jul 2024 09:04:56.896      1449.3350859    Earth           Umbra       9             1487.1730056
02 Jul 2024 09:04:56.896    02 Jul 2024 09:05:16.008      19.111304381    Earth           Penumbra    9             1487.1730056
02 Jul 2024 10:15:25.461    02 Jul 2024 10:15:44.191      18.730687606    Earth           Penumbra    10            1486.9738459
02 Jul 2024 10:15:44.191    02 Jul 2024 10:39:53.320      1449.1281729    Earth           Umbra       10            1486.9738459
02 Jul 2024 10:39:53.320    02 Jul 2024 10:40:12.434      19.114985398    Earth           Penumbra    10            1486.9738459
02 Jul 2024 11:50:22.134    02 Jul 2024 11:50:40.868      18.734067190    Earth           Penumbra    11            1486.7872959
02 Jul 2024 11:50:40.868    02 Jul 2024 12:14:49.803      1448.9350862    Earth           Umbra       11            1486.7872959
02 Jul 2024 12:14:49.803    02 Jul 2024 12:15:08.921      19.118142442    Earth           Penumbra    11            1486.7872959
02 Jul 2024 13:25:18.820    02 Jul 2024 13:25:37.558      18.738075416    Earth           Penumbra    12            1486.5694652
02 Jul 2024 13:25:37.558    02 Jul 2024 13:49:46.266      1448.7085353    Earth           Umbra       12            1486.5694652
02 Jul 2024 13:49:46.266    02 Jul 2024 13:50:05.389      19.122854434    Earth           Penumbra    12            1486.5694652
02 Jul 2024 15:00:15.516    02 Jul 2024 15:00:34.260      18.743565981    Earth           Penumbra    13            1486.3146307
02 Jul 2024 15:00:34.260    02 Jul 2024 15:24:42.702      1448.4416001    Earth           Umbra       13            1486.3146307
02 Jul 2024 15:24:42.702    02 Jul 2024 15:25:01.831      19.129464612    Earth           Penumbra    13            1486.3146307
02 Jul 2024 16:35:12.216    02 Jul 2024 16:35:30.966      18.749809347    Earth           Penumbra    14            1486.0569095
02 Jul 2024 16:35:30.966    02 Jul 2024 16:59:39.137      1448.1709946    Earth           Umbra       14            1486.0569095
02 Jul 2024 16:59:39.137    02 Jul 2024 16:59:58.273      19.136105594    Earth           Penumbra    14            1486.0569095
02 Jul 2024 18:10:08.889    02 Jul 2024 18:10:27.644      18.755135837    Earth           Penumbra    15            1485.8221608
02 Jul 2024 18:10:27.644    02 Jul 2024 18:34:35.571      1447.9260914    Earth           Umbra       15            1485.8221608
02 Jul 2024 18:34:35.571    02 Jul 2024 18:34:54.711      19.140933570    Earth           Penumbra    15            1485.8221608
02 Jul 2024 19:45:05.498    02 Jul 2024 19:45:24.257      18.758737959    Earth           Penumbra    16            1485.6104264
02 Jul 2024 19:45:24.257    02 Jul 2024 20:09:31.965      1447.7076327    Earth           Umbra       16            1485.6104264
02 Jul 2024 20:09:31.965    02 Jul 2024 20:09:51.109      19.144055725    Earth           Penumbra    16            1485.6104264
02 Jul 2024 21:20:02.022    02 Jul 2024 21:20:20.783      18.761567480    Earth           Penumbra    17            1485.4125595
02 Jul 2024 21:20:20.783    02 Jul 2024 21:44:28.287      1447.5039870    Earth           Umbra       17            1485.4125595
02 Jul 2024 21:44:28.287    02 Jul 2024 21:44:47.434      19.147005002    Earth           Penumbra    17            1485.4125595
02 Jul 2024 22:54:58.518    02 Jul 2024 22:55:17.283      18.765058648    Earth           Penumbra    18            1485.2158063
02 Jul 2024 22:55:17.283    02 Jul 2024 23:19:24.583      1447.2998909    Earth           Umbra       18            1485.2158063
02 Jul 2024 23:19:24.583    02 Jul 2024 23:19:43.733      19.150856696    Earth           Penumbra    18            1485.2158063
03 Jul 2024 00:29:55.113    03 Jul 2024 00:30:13.882      18.769361079    Earth           Penumbra    19            1485.0060615
03 Jul 2024 00:30:13.882    03 Jul 2024 00:54:20.964      1447.0814728    Earth           Umbra       19            1485.0060615
03 Jul 2024 00:54:20.964    03 Jul 2024 00:54:40.119      19.155227649    Earth           Penumbra    19            1485.0060615
03 Jul 2024 02:04:51.849    03 Jul 2024 02:05:10.622      18.773556955    Earth           Penumbra    20            1484.7829615
03 Jul 2024 02:05:10.622    03 Jul 2024 02:29:17.472      1446.8502193    Earth           Umbra       20            1484.7829615
03 Jul 2024 02:29:17.472    03 Jul 2024 02:29:36.632      19.159185269    Earth           Penumbra    20            1484.7829615
03 Jul 2024 03:39:48.584    03 Jul 2024 03:40:07.361      18.777353014    Earth           Penumbra    21            1484.5562928
03 Jul 2024 03:40:07.361    03 Jul 2024 04:04:13.977      1446.6161062    Earth           Umbra       21            1484.5562928
03 Jul 2024 04:04:13.977    03 Jul 2024 04:04:33.140      19.162833598    Earth           Penumbra    21            1484.5562928
03 Jul 2024 05:14:45.152    03 Jul 2024 05:15:03.934      18.781563034    Earth           Penumbra    22            1484.3227052
03 Jul 2024 05:15:03.934    03 Jul 2024 05:39:10.307      1446.3738084    Earth           Umbra       22            1484.3227052
03 Jul 2024 05:39:10.307    03 Jul 2024 05:39:29.475      19.167333737    Earth           Penumbra    22            1484.3227052
03 Jul 2024 06:49:41.571    03 Jul 2024 06:50:00.357      18.786704389    Earth           Penumbra    23            1484.0745629
03 Jul 2024 06:50:00.357    03 Jul 2024 07:14:06.472      1446.1147730    Earth           Umbra       23            1484.0745629
03 Jul 2024 07:14:06.472    03 Jul 2024 07:14:25.645      19.173085503    Earth           Penumbra    23            1484.0745629
03 Jul 2024 08:24:37.991    03 Jul 2024 08:24:56.783      18.792029307    Earth           Penumbra    24            1483.8309123
03 Jul 2024 08:24:56.783    03 Jul 2024 08:49:02.643      1445.8601585    Earth           Umbra       24            1483.8309123
03 Jul 2024 08:49:02.643    03 Jul 2024 08:49:21.822      19.178724429    Earth           Penumbra    24            1483.8309123
03 Jul 2024 09:59:34.498    03 Jul 2024 09:59:53.295      18.796445522    Earth           Penumbra    25            1483.6198376
03 Jul 2024 09:59:53.295    03 Jul 2024 10:23:58.935      1445.6405746    Earth           Umbra       25            1483.6198376
03 Jul 2024 10:23:58.935    03 Jul 2024 10:24:18.118      19.182817522    Earth           Penumbra    25            1483.6198376
03 Jul 2024 11:34:31.061    03 Jul 2024 11:34:49.861      18.800013070    Earth           Penumbra    26            1483.4282393
03 Jul 2024 11:34:49.861    03 Jul 2024 11:58:55.304      1445.4421652    Earth           Umbra       26            1483.4282393
03 Jul 2024 11:58:55.304    03 Jul 2024 11:59:14.490      19.186061004    Earth           Penumbra    26            1483.4282393
03 Jul 2024 13:09:27.640    03 Jul 2024 13:09:46.444      18.803984520    Earth           Penumbra    27            1483.2110756
03 Jul 2024 13:09:46.444    03 Jul 2024 13:33:51.660      1445.2165126    Earth           Umbra       27            1483.2110756
03 Jul 2024 13:33:51.660    03 Jul 2024 13:34:10.851      19.190578430    Earth           Penumbra    27            1483.2110756
03 Jul 2024 14:44:24.229    03 Jul 2024 14:44:43.038      18.809396820    Earth           Penumbra    28            1482.9537253
03 Jul 2024 14:44:43.038    03 Jul 2024 15:08:47.985      1444.9471917    Earth           Umbra       28            1482.9537253
03 Jul 2024 15:08:47.985    03 Jul 2024 15:09:07.182      19.197136746    Earth           Penumbra    28            1482.9537253
03 Jul 2024 16:19:20.823    03 Jul 2024 16:19:39.639      18.815799861    Earth           Penumbra    29            1482.6870666
03 Jul 2024 16:19:39.639    03 Jul 2024 16:43:44.306      1444.6671508    Earth           Umbra       29            1482.6870666
03 Jul 2024 16:43:44.306    03 Jul 2024 16:44:03.510      19.204115937    Earth           Penumbra    29            1482.6870666
03 Jul 2024 17:54:17.398    03 Jul 2024 17:54:36.219      18.821549427    Earth           Penumbra    30            1482.4414006
03 Jul 2024 17:54:36.219    03 Jul 2024 18:18:40.629      1444.4103808    Earth           Umbra       30            1482.4414006
03 Jul 2024 18:18:40.629    03 Jul 2024 18:18:59.839      19.209470402    Earth           Penumbra    30            1482.4414006
03 Jul 2024 19:29:13.914    03 Jul 2024 19:29:32.740      18.825573369    Earth           Penumbra    31            1482.2202812
03 Jul 2024 19:29:32.740    03 Jul 2024 19:53:36.921      1444.1817686    Earth           Umbra       31            1482.2202812
03 Jul 2024 19:53:36.921    03 Jul 2024 19:53:56.134      19.212939253    Earth           Penumbra    31            1482.2202812
03 Jul 2024 21:04:10.344    03 Jul 2024 21:04:29.173      18.828562880    Earth           Penumbra    32            1482.0149558
03 Jul 2024 21:04:29.173    03 Jul 2024 21:28:33.143      1443.9704409    Earth           Umbra       32            1482.0149558
03 Jul 2024 21:28:33.143    03 Jul 2024 21:28:52.359      19.215952023    Earth           Penumbra    32            1482.0149558
03 Jul 2024 22:39:06.730    03 Jul 2024 22:39:25.562      18.832034245    Earth           Penumbra    33            1481.8131681
03 Jul 2024 22:39:25.562    03 Jul 2024 23:03:29.324      1443.7613433    Earth           Umbra       33            1481.8131681
03 Jul 2024 23:03:29.324    03 Jul 2024 23:03:48.543      19.219790515    Earth           Penumbra    33            1481.8131681
04 Jul 2024 00:14:03.196    04 Jul 2024 00:14:22.032      18.836413685    Earth           Penumbra    34            1481.5999117
04 Jul 2024 00:14:22.032    04 Jul 2024 00:38:25.571      1443.5391907    Earth           Umbra       34            1481.5999117
04 Jul 2024 00:38:25.571    04 Jul 2024 00:38:44.795      19.224307314    Earth           Penumbra    34            1481.5999117
04 Jul 2024 01:48:59.808    04 Jul 2024 01:49:18.648      18.840840587    Earth           Penumbra    35            1481.3719385
04 Jul 2024 01:49:18.648    04 Jul 2024 02:13:21.951      1443.3025674    Earth           Umbra       35            1481.3719385
04 Jul 2024 02:13:21.951    04 Jul 2024 02:13:41.180      19.228530535    Earth           Penumbra    35            1481.3719385
04 Jul 2024 03:23:56.451    04 Jul 2024 03:24:15.296      18.844823353    Earth           Penumbra    36            1481.1393441
04 Jul 2024 03:24:15.296    04 Jul 2024 03:48:18.358      1443.0622033    Earth           Umbra       36            1481.1393441
04 Jul 2024 03:48:18.358    04 Jul 2024 03:48:37.590      19.232317479    Earth           Penumbra    36            1481.1393441
04 Jul 2024 04:58:52.946    04 Jul 2024 04:59:11.795      18.849054747    Earth           Penumbra    37            1480.9017414
04 Jul 2024 04:59:11.795    04 Jul 2024 05:23:14.611      1442.8159306    Earth           Umbra       37            1480.9017414
04 Jul 2024 05:23:14.611    04 Jul 2024 05:23:33.848      19.236756011    Earth           Penumbra    37            1480.9017414
04 Jul 2024 06:33:49.274    04 Jul 2024 06:34:08.128      18.854214647    Earth           Penumbra    38            1480.6494799
04 Jul 2024 06:34:08.128    04 Jul 2024 06:58:10.681      1442.5527534    Earth           Umbra       38            1480.6494799
04 Jul 2024 06:58:10.681    04 Jul 2024 06:58:29.923      19.242511864    Earth           Penumbra    38            1480.6494799
04 Jul 2024 08:08:45.578    04 Jul 2024 08:09:04.438      18.859756133    Earth           Penumbra    39            1480.3964314
04 Jul 2024 08:09:04.438    04 Jul 2024 08:33:06.726      1442.2882105    Earth           Umbra       39            1480.3964314
04 Jul 2024 08:33:06.726    04 Jul 2024 08:33:25.974      19.248464797    Earth           Penumbra    39            1480.3964314
04 Jul 2024 09:43:41.965    04 Jul 2024 09:44:00.829      18.864525331    Earth           Penumbra    40            1480.1731944
04 Jul 2024 09:44:00.829    04 Jul 2024 10:08:02.885      1442.0556734    Earth           Umbra       40            1480.1731944
04 Jul 2024 10:08:02.885    04 Jul 2024 10:08:22.138      19.252995739    Earth           Penumbra    40            1480.1731944
04 Jul 2024 11:18:38.416    04 Jul 2024 11:18:57.285      18.868320133    Earth           Penumbra    41            1479.9753401
04 Jul 2024 11:18:57.285    04 Jul 2024 11:42:59.135      1441.8506302    Earth           Umbra       41            1479.9753401
04 Jul 2024 11:42:59.135    04 Jul 2024 11:43:18.392      19.256389781    Earth           Penumbra    41            1479.9753401
04 Jul 2024 12:53:34.887    04 Jul 2024 12:53:53.759      18.872273038    Earth           Penumbra    42            1479.7587391
04 Jul 2024 12:53:53.759    04 Jul 2024 13:17:55.385      1441.6257377    Earth           Umbra       42            1479.7587391
04 Jul 2024 13:17:55.385    04 Jul 2024 13:18:14.646      19.260728359    Earth           Penumbra    42            1479.7587391
04 Jul 2024 14:28:31.368    04 Jul 2024 14:28:50.246      18.877595756    Earth           Penumbra    43            1479.5001739
04 Jul 2024 14:28:50.246    04 Jul 2024 14:52:51.601      1441.3554012    Earth           Umbra       43            1479.5001739
04 Jul 2024 14:52:51.601    04 Jul 2024 14:53:10.868      19.267176976    Earth           Penumbra    43            1479.5001739
04 Jul 2024 16:03:27.857    04 Jul 2024 16:03:46.741      18.884102837    Earth           Penumbra    44            1479.2256243
04 Jul 2024 16:03:46.741    04 Jul 2024 16:27:47.808      1441.0670899    Earth           Umbra       44            1479.2256243
04 Jul 2024 16:27:47.808    04 Jul 2024 16:28:07.083      19.274431514    Earth           Penumbra    44            1479.2256243
04 Jul 2024 17:38:24.331    04 Jul 2024 17:38:43.222      18.890249077    Earth           Penumbra    45            1478.9691497
04 Jul 2024 17:38:43.222    04 Jul 2024 18:02:44.020      1440.7985928    Earth           Umbra       45            1478.9691497
04 Jul 2024 18:02:44.020    04 Jul 2024 18:03:03.301      19.280307752    Earth           Penumbra    45            1478.9691497
04 Jul 2024 19:13:20.754    04 Jul 2024 19:13:39.649      18.894714327    Earth           Penumbra    46            1478.7384705
04 Jul 2024 19:13:39.649    04 Jul 2024 19:37:40.209      1440.5595844    Earth           Umbra       46            1478.7384705
04 Jul 2024 19:37:40.209    04 Jul 2024 19:37:59.493      19.284171704    Earth           Penumbra    46            1478.7384705
04 Jul 2024 20:48:17.093    04 Jul 2024 20:48:35.991      18.897911604    Earth           Penumbra    47            1478.5255611
04 Jul 2024 20:48:35.991    04 Jul 2024 21:12:36.331      1440.3403654    Earth           Umbra       47            1478.5255611
04 Jul 2024 21:12:36.331    04 Jul 2024 21:12:55.619      19.287284114    Earth           Penumbra    47            1478.5255611
04 Jul 2024 22:23:13.373    04 Jul 2024 22:23:32.274      18.901370396    Earth           Penumbra    48            1478.3185962
04 Jul 2024 22:23:32.274    04 Jul 2024 22:47:32.400      1440.1261265    Earth           Umbra       48            1478.3185962
04 Jul 2024 22:47:32.400    04 Jul 2024 22:47:51.691      19.291099347    Earth           Penumbra    48            1478.3185962
04 Jul 2024 23:58:09.710    04 Jul 2024 23:58:28.616      18.905788497    Earth           Penumbra    49            1478.1020514
04 Jul 2024 23:58:28.616    05 Jul 2024 00:22:28.516      1439.9005399    Earth           Umbra       49            1478.1020514
05 Jul 2024 00:22:28.516    05 Jul 2024 00:22:47.812      19.295723015    Earth           Penumbra    49            1478.1020514
05 Jul 2024 01:33:06.195    05 Jul 2024 01:33:25.105      18.910435110    Earth           Penumbra    50            1477.8697723
05 Jul 2024 01:33:25.105    05 Jul 2024 01:57:24.764      1439.6591335    Earth           Umbra       50            1477.8697723
05 Jul 2024 01:57:24.764    05 Jul 2024 01:57:44.065      19.300203666    Earth           Penumbra    50            1477.8697723
05 Jul 2024 03:08:02.741    05 Jul 2024 03:08:21.656      18.914628471    Earth           Penumbra    51            1477.6313756
05 Jul 2024 03:08:21.656    05 Jul 2024 03:32:21.068      1439.4125833    Earth           Umbra       51            1477.6313756
05 Jul 2024 03:32:21.068    05 Jul 2024 03:32:40.372      19.304163801    Earth           Penumbra    51            1477.6313756
05 Jul 2024 04:42:59.162    05 Jul 2024 04:43:18.081      18.918896955    Earth           Penumbra    52            1477.3896053
05 Jul 2024 04:43:18.081    05 Jul 2024 05:07:17.243      1439.1621497    Earth           Umbra       52            1477.3896053
05 Jul 2024 05:07:17.243    05 Jul 2024 05:07:36.551      19.308558642    Earth           Penumbra    52            1477.3896053
05 Jul 2024 06:17:55.403    05 Jul 2024 06:18:14.327      18.924053712    Earth           Penumbra    53            1477.1339510
05 Jul 2024 06:18:14.327    05 Jul 2024 06:42:13.223      1438.8956177    Earth           Umbra       53            1477.1339510
05 Jul 2024 06:42:13.223    05 Jul 2024 06:42:32.537      19.314279605    Earth           Penumbra    53            1477.1339510
05 Jul 2024 07:52:51.595    05 Jul 2024 07:53:10.524      18.929774046    Earth           Penumbra    54            1476.8727792
05 Jul 2024 07:53:10.524    05 Jul 2024 08:17:09.147      1438.6225117    Earth           Umbra       54            1476.8727792
05 Jul 2024 08:17:09.147    05 Jul 2024 08:17:28.467      19.320493424    Earth           Penumbra    54            1476.8727792
05 Jul 2024 09:27:47.860    05 Jul 2024 09:28:06.795      18.934883026    Earth           Penumbra    55            1476.6374330
05 Jul 2024 09:28:06.795    05 Jul 2024 09:52:05.172      1438.3770833    Earth           Umbra       55            1476.6374330
05 Jul 2024 09:52:05.172    05 Jul 2024 09:52:24.497      19.325466617    Earth           Penumbra    55            1476.6374330
05 Jul 2024 11:02:44.199    05 Jul 2024 11:03:03.138      18.938940600    Earth           Penumbra    56            1476.4321399
05 Jul 2024 11:03:03.138    05 Jul 2024 11:27:01.302      1438.1641234    Earth           Umbra       56            1476.4321399
05 Jul 2024 11:27:01.302    05 Jul 2024 11:27:20.631      19.329075969    Earth           Penumbra    56            1476.4321399
05 Jul 2024 12:37:40.562    05 Jul 2024 12:37:59.505      18.942917080    Earth           Penumbra    57            1476.2157369
05 Jul 2024 12:37:59.505    05 Jul 2024 13:01:57.445      1437.9395543    Earth           Umbra       57            1476.2157369
05 Jul 2024 13:01:57.445    05 Jul 2024 13:02:16.778      19.333265559    Earth           Penumbra    57            1476.2157369
05 Jul 2024 14:12:36.935    05 Jul 2024 14:12:55.883      18.948128843    Earth           Penumbra    58            1475.9571419
05 Jul 2024 14:12:55.883    05 Jul 2024 14:36:53.553      1437.6694570    Earth           Umbra       58            1475.9571419
05 Jul 2024 14:36:53.553    05 Jul 2024 14:37:12.892      19.339556072    Earth           Penumbra    58            1475.9571419
05 Jul 2024 15:47:33.318    05 Jul 2024 15:47:52.273      18.954695330    Earth           Penumbra    59            1475.6759374
05 Jul 2024 15:47:52.273    05 Jul 2024 16:11:49.647      1437.3742268    Earth           Umbra       59            1475.6759374
05 Jul 2024 16:11:49.647    05 Jul 2024 16:12:08.994      19.347015233    Earth           Penumbra    59            1475.6759374
05 Jul 2024 17:22:29.691    05 Jul 2024 17:22:48.652      18.961191096    Earth           Penumbra    60            1475.4089016
05 Jul 2024 17:22:48.652    05 Jul 2024 17:46:45.746      1437.0943117    Earth           Umbra       60            1475.4089016
05 Jul 2024 17:46:45.746    05 Jul 2024 17:47:05.100      19.353398785    Earth           Penumbra    60            1475.4089016
05 Jul 2024 18:57:26.019    05 Jul 2024 18:57:44.985      18.966123427    Earth           Penumbra    61            1475.1685102
05 Jul 2024 18:57:44.985    05 Jul 2024 19:21:41.830      1436.8446868    Earth           Umbra       61            1475.1685102
05 Jul 2024 19:21:41.830    05 Jul 2024 19:22:01.188      19.357699959    Earth           Penumbra    61            1475.1685102
05 Jul 2024 20:32:22.267    05 Jul 2024 20:32:41.236      18.969574361    Earth           Penumbra    62            1474.9478965
05 Jul 2024 20:32:41.236    05 Jul 2024 20:56:37.854      1436.6173668    Earth           Umbra       62            1474.9478965
05 Jul 2024 20:56:37.854    05 Jul 2024 20:56:57.214      19.360955385    Earth           Penumbra    62            1474.9478965
05 Jul 2024 22:07:18.444    05 Jul 2024 22:07:37.417      18.973035354    Earth           Penumbra    63            1474.7356042
05 Jul 2024 22:07:37.417    05 Jul 2024 22:31:33.815      1436.3978309    Earth           Umbra       63            1474.7356042
05 Jul 2024 22:31:33.815    05 Jul 2024 22:31:53.179      19.364737929    Earth           Penumbra    63            1474.7356042
05 Jul 2024 23:42:14.656    05 Jul 2024 23:42:33.633      18.977463827    Earth           Penumbra    64            1474.5159379
05 Jul 2024 23:42:33.633    06 Jul 2024 00:06:29.802      1436.1690423    Earth           Umbra       64            1474.5159379
06 Jul 2024 00:06:29.802    06 Jul 2024 00:06:49.172      19.369431690    Earth           Penumbra    64            1474.5159379
06 Jul 2024 01:17:11.011    06 Jul 2024 01:17:29.993      18.982304062    Earth           Penumbra    65            1474.2799498
06 Jul 2024 01:17:29.993    06 Jul 2024 01:41:25.916      1435.9234891    Earth           Umbra       65            1474.2799498
06 Jul 2024 01:41:25.916    06 Jul 2024 01:41:45.291      19.374156569    Earth           Penumbra    65            1474.2799498
06 Jul 2024 02:52:07.454    06 Jul 2024 02:52:26.441      18.986718706    Earth           Penumbra    66            1474.0359940
06 Jul 2024 02:52:26.441    06 Jul 2024 03:16:22.112      1435.6709549    Earth           Umbra       66            1474.0359940
06 Jul 2024 03:16:22.112    06 Jul 2024 03:16:41.490      19.378320384    Earth           Penumbra    66            1474.0359940
06 Jul 2024 04:27:03.799    06 Jul 2024 04:27:22.790      18.991050054    Earth           Penumbra    67            1473.7898690
06 Jul 2024 04:27:22.790    06 Jul 2024 04:51:18.207      1435.4161223    Earth           Umbra       67            1473.7898690
06 Jul 2024 04:51:18.207    06 Jul 2024 04:51:37.589      19.382696680    Earth           Penumbra    67            1473.7898690
06 Jul 2024 06:01:59.959    06 Jul 2024 06:02:18.955      18.996191095    Earth           Penumbra    68            1473.5313730
06 Jul 2024 06:02:18.955    06 Jul 2024 06:26:14.102      1435.1468328    Earth           Umbra       68            1473.5313730
06 Jul 2024 06:26:14.102    06 Jul 2024 06:26:33.490      19.388349121    Earth           Penumbra    68            1473.5313730
06 Jul 2024 07:36:56.040    06 Jul 2024 07:37:15.042      19.002048159    Earth           Penumbra    69            1473.2634156
06 Jul 2024 07:37:15.042    06 Jul 2024 08:01:09.909      1434.8666037    Earth           Umbra       69            1473.2634156
06 Jul 2024 08:01:09.909    06 Jul 2024 08:01:29.304      19.394763792    Earth           Penumbra    69            1473.2634156
06 Jul 2024 09:11:52.184    06 Jul 2024 09:12:11.191      19.007486547    Earth           Penumbra    70            1473.0163351
06 Jul 2024 09:12:11.191    06 Jul 2024 09:36:05.800      1434.6086734    Earth           Umbra       70            1473.0163351
06 Jul 2024 09:36:05.800    06 Jul 2024 09:36:25.200      19.400175149    Earth           Penumbra    70            1473.0163351
06 Jul 2024 10:46:48.408    06 Jul 2024 10:47:07.420      19.011832983    Earth           Penumbra    71            1472.8025098
06 Jul 2024 10:47:07.420    06 Jul 2024 11:11:01.807      1434.3866176    Earth           Umbra       71            1472.8025098
06 Jul 2024 11:11:01.807    06 Jul 2024 11:11:21.211      19.404059218    Earth           Penumbra    71            1472.8025098
06 Jul 2024 12:21:44.664    06 Jul 2024 12:22:03.680      19.015867298    Earth           Penumbra    72            1472.5856768
06 Jul 2024 12:22:03.680    06 Jul 2024 12:45:57.841      1434.1616695    Earth           Umbra       72            1472.5856768
06 Jul 2024 12:45:57.841    06 Jul 2024 12:46:17.249      19.408140052    Earth           Penumbra    72            1472.5856768
06 Jul 2024 13:56:40.929    06 Jul 2024 13:56:59.950      19.020968419    Earth           Penumbra    73            1472.3280807
06 Jul 2024 13:56:59.950    06 Jul 2024 14:20:53.843      1433.8928804    Earth           Umbra       73            1472.3280807
06 Jul 2024 14:20:53.843    06 Jul 2024 14:21:13.257      19.414231915    Earth           Penumbra    73            1472.3280807
06 Jul 2024 15:31:37.205    06 Jul 2024 15:31:56.232      19.027538365    Earth           Penumbra    74            1472.0415991
06 Jul 2024 15:31:56.232    06 Jul 2024 15:55:49.824      1433.5922376    Earth           Umbra       74            1472.0415991
06 Jul 2024 15:55:49.824    06 Jul 2024 15:56:09.246      19.421823090    Earth           Penumbra    74            1472.0415991
06 Jul 2024 17:06:33.475    06 Jul 2024 17:06:52.510      19.034344051    Earth           Penumbra    75            1471.7644337
06 Jul 2024 17:06:52.510    06 Jul 2024 17:30:45.811      1433.3014042    Earth           Umbra       75            1471.7644337
06 Jul 2024 17:30:45.811    06 Jul 2024 17:31:05.240      19.428685354    Earth           Penumbra    75            1471.7644337
06 Jul 2024 18:41:29.708    06 Jul 2024 18:41:48.748      19.039743464    Earth           Penumbra    76            1471.5141927
06 Jul 2024 18:41:48.748    06 Jul 2024 19:05:41.789      1433.0409877    Earth           Umbra       76            1471.5141927
06 Jul 2024 19:05:41.789    06 Jul 2024 19:06:01.222      19.433461467    Earth           Penumbra    76            1471.5141927
06 Jul 2024 20:16:25.864    06 Jul 2024 20:16:44.908      19.043501804    Earth           Penumbra    77            1471.2857555
06 Jul 2024 20:16:44.908    06 Jul 2024 20:40:37.713      1432.8053501    Earth           Umbra       77            1471.2857555
06 Jul 2024 20:40:37.713    06 Jul 2024 20:40:57.150      19.436903601    Earth           Penumbra    77            1471.2857555
06 Jul 2024 21:51:21.942    06 Jul 2024 21:51:40.989      19.046986685    Earth           Penumbra    78            1471.0679909
06 Jul 2024 21:51:40.989    06 Jul 2024 22:15:33.569      1432.5803419    Earth           Umbra       78            1471.0679909
06 Jul 2024 22:15:33.569    06 Jul 2024 22:15:53.010      19.440662256    Earth           Penumbra    78            1471.0679909
06 Jul 2024 23:26:18.032    06 Jul 2024 23:26:37.083      19.051399757    Earth           Penumbra    79            1470.8453089
06 Jul 2024 23:26:37.083    06 Jul 2024 23:50:29.432      1432.3485217    Earth           Umbra       79            1470.8453089
